@relation velocity_m

@attribute wmc numeric
@attribute dit numeric
@attribute noc numeric
@attribute cbo numeric
@attribute rfc numeric
@attribute lcom numeric
@attribute ca numeric
@attribute ce numeric
@attribute npm numeric
@attribute lcom3 numeric
@attribute loc numeric
@attribute dam numeric
@attribute moa numeric
@attribute mfa numeric
@attribute cam numeric
@attribute ic numeric
@attribute cbm numeric
@attribute amc numeric
@attribute max_cc numeric
@attribute avg_cc numeric
@attribute bug numeric

@data
6,1,0,6,25,0,1,5,6,0.4,83,1,1,0,0.458333,0,0,12.5,2.0022,1,1
8,2,0,10,33,26,0,10,6,1.057143,158,0,0,0.647059,0.357143,1,1,18.125,3.0033,1.125,1
5,5,0,23,7,0,20,3,5,0.6875,45,1,0,0.823529,0.5,0,0,7.2,1.0011,0.6,1
4,2,0,11,20,6,4,9,4,2,138,0,0,0.933333,0.416667,1,1,33.5,1.0011,0.5,1
4,2,1,16,16,4,11,5,4,1.333333,83,0,0,0.8,0.375,0,0,19.5,1.0011,0.5,1
25,1,0,7,78,194,2,5,17,0.878788,530,0.727273,3,0,0.261905,0,0,19.76,3.0033,1.04,0
4,1,0,1,16,0,1,0,4,0.444444,77,1,0,0,0.625,0,0,17.5,2.0022,1.25,0
5,2,0,5,10,10,1,4,5,2,32,0,0,0.862069,0.666667,0,0,5.4,1.0011,0.8,0
10,1,0,5,10,45,3,2,10,2,10,0,0,0,0.266667,0,0,0,1.0011,1,1
18,1,0,3,36,133,2,3,18,0.764706,298,0,1,0,0.333333,0,0,15.5,4.0044,1.3889,0
15,4,0,22,89,51,1,22,11,0.826531,776,0.857143,1,0.847826,0.373333,2,2,49.8,5.0055,1.4667,0
5,2,0,14,30,0,4,12,5,0.4,244,1,1,0.903226,0.433333,1,1,46.8,4.0044,1.2,1
3,2,0,5,6,3,4,3,3,2,17,0,0,0.965517,0.533333,0,0,4.666667,1.0011,0.3333,0
5,2,0,9,13,8,4,7,5,0.75,41,1,0,0.903226,0.4,0,0,7,1.0011,0.6,0
6,1,0,5,25,0,1,4,6,0.4,136,1,1,0,0.458333,0,0,21,5.0055,1.8333,1
24,1,0,44,24,276,37,7,24,2,24,0,0,0,0.244048,0,0,0,1.0011,1,1
3,1,0,6,3,3,2,4,3,1.5,5,0,0,0,0.583333,0,0,0,1.0011,1,0
6,1,0,2,13,0,0,2,6,0.4,51,1,0,0,0.833333,0,0,7.166667,1.0011,0.8333,1
4,2,0,8,12,6,4,6,4,2,67,0,0,0.933333,0.416667,1,1,15.75,1.0011,0.5,1
5,2,0,8,10,10,4,6,5,2,39,0,0,0.903226,0.4,1,2,6.8,1.0011,0.6,0
3,1,0,9,3,3,6,3,3,2,3,0,0,0,0.933333,0,0,0,1.0011,1,1
3,1,0,4,8,1,3,1,0,0.5,45,1,0,0,0.5,0,0,13.666667,2.0022,0.6667,0
5,2,1,8,23,4,2,6,3,0.25,118,1,1,0.571429,0.457143,0,0,22.4,2.0022,0.8,1
3,3,0,6,21,3,1,5,2,2,102,0,0,0.875,0.722222,2,2,33,3.0033,1,1
5,1,0,4,5,10,2,2,5,2,5,0,0,0,0.6,0,0,0,1.0011,1,1
2,2,0,4,8,0,1,3,2,0,33,1,0,0.977273,0.625,0,0,15,2.0022,1,1
2,2,0,2,4,1,0,2,2,2,10,0,0,0.888889,0.666667,0,0,4,1.0011,0.5,0
16,1,0,11,52,112,11,0,12,0.826667,854,0.533333,0,0,0.226667,0,0,51.4375,18.0198,4.5625,1
43,2,0,44,52,897,0,44,41,0.011905,340,1,0,0.505882,0.067604,0,0,6.860465,4.0044,1.0698,1
1,1,0,8,1,0,7,1,1,2,1,0,0,0,1,0,0,0,1.0011,1,1
4,2,0,9,22,6,4,7,4,2,157,0,0,0.933333,0.416667,1,1,38.25,1.0011,0.5,1
11,1,0,13,40,0,2,11,10,0.663636,580,1,3,0,0.246753,0,0,50.727273,3.0033,1.1818,1
3,1,0,9,3,3,8,1,3,2,3,0,0,0,0.666667,0,0,0,1.0011,1,1
4,1,0,4,4,6,4,0,4,2,4,0,0,0,0.5,0,0,0,1.0011,1,0
5,1,3,6,6,0,5,1,4,0.625,30,1,1,0,0.466667,0,0,4.6,2.0022,1,1
20,2,0,8,27,118,5,3,17,0.473684,129,1,1,0.5,0.316667,1,3,5.4,1.0011,0.95,1
5,2,0,11,26,10,4,9,5,2,204,0,0,0.903226,0.4,2,2,39.8,1.0011,0.6,1
10,1,0,3,40,39,0,3,4,0.962963,470,1,0,0,0.388889,0,0,45.7,8.0088,2.3,0
4,1,0,5,17,0,0,5,4,0.333333,90,0,2,0,0.5,0,0,20.75,3.0033,1.5,1
3,1,0,5,12,0,0,5,3,0.875,61,0.75,1,0,0.555556,0,0,18,4.0044,1.6667,1
1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1.0011,1,1
5,2,0,6,11,8,4,4,5,0.875,37,0.5,0,0.903226,0.4,0,0,6,1.0011,0.6,0
3,1,0,4,3,3,4,0,3,2,3,0,0,0,0.666667,0,0,0,1.0011,1,0
3,2,0,3,6,3,0,3,3,2,17,0,0,0.965517,0.533333,0,0,4.666667,1.0011,0.3333,0
15,2,0,19,50,39,3,16,12,0.811688,487,1,1,0.333333,0.237037,0,0,30.733333,3.0033,1.2667,1
3,2,0,5,6,3,4,3,3,2,17,0,0,0.965517,0.533333,0,0,4.666667,1.0011,0.3333,0
15,1,0,18,27,29,10,10,15,0.690476,365,0.833333,0,0,0.177778,0,0,22.933333,7.0077,1.8,1
8,5,0,48,15,6,45,3,8,0.809524,94,1,0,0.666667,0.375,1,1,10,2.0022,1,1
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1.0011,1,1
21,1,2,74,28,208,72,2,17,0,145,1,1,0,0.409524,0,0,5.857143,2.0022,0.9524,1
5,1,0,8,31,2,5,4,3,1.083333,161,0.333333,2,0,0.36,0,0,28.8,9.0099,2.4,1
4,2,0,9,8,6,4,7,4,2,23,0,0,0.933333,0.392857,0,0,4.75,1.0011,0.5,1
24,1,0,12,74,274,12,0,23,0.956522,731,1,0,0,0.168478,0,0,29.416667,8.0088,2.5833,1
4,2,0,10,10,6,4,8,4,2,37,0,0,0.933333,0.392857,1,1,8.25,1.0011,0.5,0
5,2,0,10,11,10,4,8,5,2,32,0,0,0.903226,0.371429,1,2,5.4,1.0011,0.6,0
4,1,0,5,17,6,2,3,4,2,220,0,0,0,0.3125,0,0,54,14.0154,4,1
4,3,0,11,30,6,0,11,4,2,272,0,0,0.727273,0.4375,1,1,67,1.0011,0.75,1
4,1,0,13,4,6,12,1,4,1.333333,14,0,0,0,0.55,0,0,0,1.0011,1,1
3,1,0,9,32,3,1,8,2,2,241,0,0,0,0.444444,0,0,79.333333,1.0011,0.6667,1
7,1,0,1,26,1,0,1,6,0,177,1,0,0,0.464286,0,0,24,4.0044,1,1
2,2,0,2,4,1,0,2,2,2,10,0,0,0.888889,0.666667,0,0,4,1.0011,0.5,0
2,1,0,8,2,1,7,1,2,2,7,0,0,0,0.625,0,0,0,1.0011,1,0
49,1,0,33,132,674,3,30,38,0.794508,1402,0.590909,7,0,0.181633,0,0,27.163265,6.0066,1.4286,1
8,2,0,9,39,8,0,9,5,0.5,274,1,0,0.611111,0.375,0,0,33,7.0077,2.25,1
4,1,0,0,12,6,0,0,4,2,50,0,0,0,0.5,0,0,11.5,2.0022,1,0
23,1,0,9,52,0,1,8,22,0.672727,245,0.2,2,0,0.186957,0,0,9.434783,4.0044,1.1739,1
4,1,0,1,25,6,0,1,2,2,145,0,0,0,0.875,0,0,35.25,2.0022,1,0
4,2,0,7,10,6,4,5,4,2,28,0,0,0.933333,0.392857,0,0,6,1.0011,0.5,0
90,1,0,5,123,575,1,4,10,0.804222,12396,0.272727,1,0,0.338951,0,0,136.366667,201.2211,12.8222,1
5,1,0,6,9,0,2,4,4,0.25,37,1,1,0,0.433333,0,0,6.2,1.0011,0.8,1
4,2,0,11,21,6,4,9,4,2,168,0,0,0.933333,0.416667,1,1,41,1.0011,0.5,1
6,2,0,20,37,0,5,17,6,0.533333,316,1,1,0.875,0.416667,1,2,51.166667,1.0011,0.6667,1
10,3,0,8,20,3,6,2,10,0.555556,86,1,0,0.793103,0.38,1,4,7.4,1.0011,0.6,0
4,2,0,26,25,0,13,14,4,0.333333,209,1,1,0.842105,0.5,1,1,51,1.0011,0.75,1
9,5,0,30,19,0,25,5,9,0.625,204,1,0,0.777778,0.355556,0,0,21.111111,1.0011,0.4444,1
4,2,0,5,21,0,1,4,2,0.333333,118,1,1,0.571429,0.541667,0,0,28.25,2.0022,1,1
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1.0011,1,1
4,2,0,9,16,2,0,9,4,0.666667,66,0,1,0.7,0.4375,1,1,15.25,1.0011,0.75,1
10,1,1,12,46,0,1,11,7,0.814815,357,0.5,1,0,0.422222,0,0,34.1,2.0022,1.1,1
22,3,0,12,84,177,0,12,20,0.928571,565,1,0,0.637931,0.309091,1,1,24.136364,5.0055,1.1364,0
3,2,0,4,7,3,0,4,3,2,18,0,0,0.714286,0.5,0,0,5,1.0011,0.6667,0
2,1,0,4,2,1,2,2,2,2,2,0,0,0,0.666667,0,0,0,1.0011,1,0
5,2,0,11,21,10,4,9,5,2,154,0,0,0.903226,0.4,1,1,29.8,1.0011,0.6,1
2,1,0,1,10,1,0,1,2,2,42,0,0,0,0.75,0,0,20,4.0044,2,1
6,1,1,5,17,3,3,2,5,0.4,141,1,0,0,0.388889,0,0,22.333333,4.0044,1.3333,1
5,2,0,16,32,8,0,16,5,0.75,226,1,1,0.636364,0.44,0,0,43.2,1.0011,0.8,1
3,1,0,5,3,3,5,0,3,2,3,0,0,0,1,0,0,0,1.0011,1,1
5,2,0,8,13,0,4,6,5,0.25,62,1,0,0.903226,0.433333,0,0,11.2,1.0011,0.6,1
30,1,0,10,60,435,0,10,30,2,133,0,0,0,0.133333,0,0,3.433333,1.0011,0.9667,1
11,1,0,2,37,49,1,1,4,0.933333,680,0.25,0,0,0.233766,0,0,59.727273,60.066,9.7273,1
8,1,1,25,37,2,1,24,8,0.428571,264,1,2,0,0.392857,0,0,31.75,1.0011,0.875,1
2,2,2,6,6,1,2,4,1,2,19,0,0,0.875,0.75,0,0,8.5,2.0022,1,0
18,2,0,4,36,0,1,3,13,0.791444,375,0.545455,5,0.375,0.226891,1,2,19.222222,1.0011,0.8333,1
4,2,0,6,7,6,4,4,4,2,20,0,0,0.933333,0.416667,0,0,4,1.0011,0.5,0
6,2,0,6,9,13,4,4,5,0.8,28,1,0,0.903226,0.4,0,0,3.5,1.0011,0.5,0
3,1,0,4,3,3,3,1,3,2,3,0,0,0,0.777778,0,0,0,1.0011,1,1
12,1,0,3,12,66,3,0,12,2,12,0,0,0,0.583333,0,0,0,1.0011,1,0
3,1,0,24,4,3,24,0,3,1.4375,23,0,2,0,0.5,0,0,4,2.0022,1,0
3,1,0,4,3,3,2,2,3,2,3,0,0,0,0.555556,0,0,0,1.0011,1,1
24,1,0,2,36,0,1,1,21,0.504348,991,0.666667,0,0,0.3125,0,0,39.666667,7.0077,1.5,1
9,4,0,4,19,8,1,3,8,0.75,280,1,0,0.75,0.333333,1,2,29.888889,10.011,2.1111,1
4,1,0,8,4,6,8,0,4,2,4,0,0,0,1,0,0,0,1.0011,1,0
5,2,0,16,33,0,4,14,5,0.5,249,1,1,0.903226,0.466667,0,0,48.4,1.0011,0.6,1
6,1,0,4,33,0,1,3,6,0.4,195,1,1,0,0.5,0,0,30.833333,2.0022,1.1667,1
4,2,0,8,12,6,4,6,4,2,42,0,0,0.933333,0.416667,1,1,9.5,1.0011,0.5,1
14,1,0,5,26,43,2,4,7,0.703297,300,1,1,0,0.346154,0,0,19.928571,5.0055,2.2143,1
1,1,0,6,1,0,5,1,1,2,1,0,0,0,1,0,0,0,1.0011,1,1
33,1,0,64,33,528,56,14,33,2,33,0,0,0,0.222222,0,0,0,1.0011,1,1
2,2,0,10,14,1,6,5,2,2,81,0,0,0.941176,1,1,1,39.5,1.0011,0.5,1
8,1,5,19,9,16,12,8,8,0.761905,40,1,1,0,0.3125,0,0,3.625,1.0011,0.875,1
18,3,0,10,62,149,0,10,6,1.019608,417,0.444444,1,0.6,0.338235,1,2,21.666667,5.0055,1.1111,0
2,2,0,2,3,1,0,2,2,2,6,0,0,0.8,0.666667,0,0,2,1.0011,0.5,0
16,2,0,3,24,106,1,2,11,0.333333,151,1,1,0.558824,0.5,1,6,8.25,2.0022,1.0625,1
5,2,0,5,10,8,0,5,5,0.75,31,0,0,0.636364,0.44,0,0,5,1.0011,0.8,0
5,1,0,2,6,0,2,0,4,0.416667,103,1,0,0,0.466667,0,0,19,3.0033,1.4,0
4,2,0,3,17,0,1,2,2,0.555556,121,0.333333,0,0.571429,0.45,0,0,28.5,7.0077,2.25,1
3,1,0,3,11,3,1,2,2,2,41,0,0,0,0.666667,0,0,12.666667,2.0022,1,0
4,1,0,6,10,6,1,5,4,2,34,0,0,0,0.5,0,0,7.5,1.0011,0.75,0
4,1,0,1,7,0,1,0,4,0.333333,23,1,0,0,0.625,0,0,4.5,1.0011,0.75,0
4,2,0,11,20,6,4,9,4,2,138,0,0,0.933333,0.416667,1,1,33.5,1.0011,0.5,1
12,1,6,16,28,40,12,5,11,0.848485,159,0.833333,2,0,0.238095,0,0,11.75,2.0022,1,1
6,1,1,16,12,9,16,0,5,0.6,53,1,0,0,0.444444,0,0,7.333333,1.0011,0.6667,1
13,1,1,7,23,34,2,5,12,0.847222,106,1,2,0,0.21978,0,0,6.692308,2.0022,1,1
44,1,2,45,86,946,2,43,44,1,344,1,1,0,0.064646,0,0,6.772727,1.0011,0.9773,1
14,2,0,22,66,27,8,16,13,0.764423,998,1,1,0.7,0.253968,1,2,69.142857,18.0198,2.2143,1
6,4,0,5,14,0,2,3,5,0.9,256,1,0,0.75,0.375,1,3,41.333333,10.011,3.1667,1
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1.0011,1,1
4,2,0,6,16,0,1,5,3,0.166667,86,1,1,0.666667,0.5,0,0,20,1.0011,0.5,1
5,2,0,8,11,10,4,6,5,2,52,0,0,0.903226,0.4,1,1,9.4,1.0011,0.6,0
7,1,0,3,9,11,3,0,7,0.611111,43,1,0,0,0.52381,0,0,4.714286,1.0011,0.8571,1
5,1,1,3,6,10,1,2,5,2,13,0,0,0,0.48,0,0,1.6,1.0011,0.8,1
3,5,0,35,6,3,34,1,3,1.5,17,1,0,1,0.777778,0,0,4.333333,0,0,1
21,1,0,12,40,52,4,8,21,0.683333,161,0,3,0,0.214286,0,0,6.52381,2.0022,1.0476,1
6,1,4,12,18,7,4,8,3,0.666667,99,1,1,0,0.416667,0,0,15,4.0044,1.8333,1
9,1,0,15,78,0,0,15,5,0.738636,603,0.727273,3,0,0.422222,0,0,64.777778,8.0088,1.8889,1
5,3,2,16,18,0,15,1,4,0.666667,388,0.5,1,0.866667,0.4,1,1,75.4,14.0154,4.8,0
5,1,3,6,6,0,5,1,4,0.625,30,1,1,0,0.466667,0,0,4.6,2.0022,1,1
3,2,0,4,14,0,1,3,2,0.25,108,1,1,0.666667,0.611111,0,0,34.333333,2.0022,1,1
2,1,0,4,5,1,1,3,2,2,20,0,0,0,0.5,0,0,9,4.0044,2,0
3,2,0,3,6,3,0,3,3,2,17,0,0,0.965517,0.533333,0,0,4.666667,1.0011,0.3333,0
25,1,0,18,65,300,1,17,25,2,351,0,0,0,0.16,0,0,13.04,8.0088,1.28,1
5,2,0,6,29,0,0,6,5,0.25,261,1,0,0.733333,0.45,0,0,50.8,3.0033,1.6,1
39,1,0,18,76,0,3,15,38,0.026316,200,1,1,0,0.111111,0,0,4.102564,1.0011,0.9487,1
3,1,0,2,3,3,1,2,3,2,3,0,0,0,0.555556,0,0,0,1.0011,1,0
6,2,0,9,15,11,3,8,5,0.8,73,1,0,0.903226,0.4,0,0,10.833333,4.0044,1,0
14,2,0,11,52,43,0,11,12,0.955128,467,0.166667,1,0.5,0.276923,2,3,31.5,12.0132,2.2143,1
3,3,0,7,6,3,4,4,3,2,16,0,0,0.972222,0.533333,1,1,4.333333,1.0011,0.3333,0
25,1,0,7,78,194,2,5,17,0.878788,530,0.727273,3,0,0.261905,0,0,19.76,3.0033,1.04,0
18,3,0,10,62,149,0,10,6,1.019608,417,0.444444,1,0.6,0.338235,1,2,21.666667,5.0055,1.1111,0
16,2,0,3,24,106,1,2,11,0.333333,151,1,1,0.605263,0.5,1,6,8.25,2.0022,1.0625,0
11,2,0,7,39,7,1,6,9,0.666667,245,0,1,0.72973,0.333333,0,0,21,5.0055,1.9091,1
8,2,0,14,43,8,4,12,8,0.628571,376,1,1,0.833333,0.265625,1,2,45.375,5.0055,1.875,0
3,2,0,5,6,3,4,3,3,2,17,0,0,0.967742,0.533333,0,0,4.666667,1.0011,0.3333,0
4,1,0,4,17,0,1,3,4,0.333333,120,0.75,1,0,0.583333,0,0,28,4.0044,1.5,0
3,2,0,2,6,3,0,2,1,2,12,0,0,0.714286,0.666667,1,2,3,1.0011,0.6667,0
8,2,0,18,41,0,5,15,8,0.642857,218,1,1,0.833333,0.28125,1,1,25.75,1.0011,0.75,1
12,1,0,21,35,66,6,15,9,2,337,0,0,0,0.295455,0,0,27.083333,7.0077,2,0
13,2,1,5,18,58,1,4,13,0.666667,103,1,1,0.633333,0.461538,0,0,6.846154,4.0044,1.4615,0
6,3,0,2,19,15,2,0,4,1.12,184,0,0,0.8125,0.5,1,1,28.833333,14.0154,2.8333,0
4,2,0,4,18,0,1,3,2,0.555556,116,0.333333,0,0.571429,0.45,0,0,27.25,6.0066,2,1
37,1,0,16,92,0,3,13,34,0.5,438,1,1,0,0.177778,1,1,10.783784,12.0132,1.1351,0
9,1,1,12,51,0,1,11,6,0.714286,316,0.571429,1,0,0.377778,0,0,33.333333,3.0033,1.6667,1
1,1,0,7,1,0,7,0,1,2,1,0,0,0,1,0,0,0,1.0011,1,0
5,2,0,11,18,10,4,9,5,2,129,0,0,0.909091,0.4,1,1,24.8,1.0011,0.6,1
6,2,0,11,24,15,4,9,5,2,207,0,0,0.882353,0.333333,2,2,33.5,2.0022,0.8333,0
153,1,0,68,250,8092,49,61,50,0.743421,8270,0.807692,10,0,0.145559,0,0,52.882353,12.0132,2.6275,1
12,1,0,3,19,42,1,2,9,0.818182,159,0.5,0,0,0.361111,0,0,11.916667,5.0055,1.6667,1
9,4,0,5,19,8,1,4,8,0.75,263,1,0,0.75,0.333333,1,2,28,10.011,2,0
5,2,0,9,8,10,0,9,5,2,22,0,0,0.692308,0.44,0,0,3.4,1.0011,0.8,1
4,4,6,38,7,0,37,1,4,0.666667,35,1,0,0.928571,0.666667,0,0,7.25,1.0011,0.25,0
4,2,0,7,10,6,4,5,4,2,28,0,0,0.9375,0.392857,0,0,6,1.0011,0.5,1
89,1,0,5,123,492,1,4,10,0.808155,13175,0.382353,1,0,0.339015,0,0,146.651685,209.2299,13.4831,1
5,1,0,6,9,0,2,4,4,0.25,37,1,1,0,0.433333,0,0,6.2,1.0011,0.8,1
3,3,0,9,14,3,4,6,3,2,48,0,0,0.972222,0.533333,2,2,15,3.0033,1,0
7,2,0,21,44,0,5,18,6,0.5,427,1,1,0.857143,0.387755,1,2,59.428571,2.0022,0.8571,1
7,2,1,8,13,0,1,7,7,0.166667,71,1,1,0.571429,0.47619,0,0,9,1.0011,0.8571,1
19,2,0,1,29,61,1,0,14,0.709877,342,0.666667,0,0.464286,0.305556,1,2,16.526316,2.0022,0.8421,0
2,1,0,6,13,1,1,5,2,2,53,0,0,0,0.5,0,0,25.5,1.0011,0.5,1
3,2,0,5,6,3,4,3,3,2,17,0,0,0.967742,0.533333,0,0,4.666667,1.0011,0.3333,0
9,2,0,9,55,2,0,9,6,0.583333,476,1,0,0.6,0.377778,2,2,51.555556,9.0099,3.1111,1
5,1,0,4,5,10,2,2,5,2,5,0,0,0,0.5,0,0,0,1.0011,1,0
43,2,0,44,52,897,0,44,41,0.011905,340,1,0,0.505882,0.067604,0,0,6.860465,4.0044,1.0698,1
1,1,0,8,1,0,7,1,1,2,1,0,0,0,1,0,0,0,1.0011,1,0
4,2,0,9,19,6,4,7,4,2,133,0,0,0.9375,0.416667,1,1,32.25,1.0011,0.5,0
5,3,2,16,18,0,15,1,4,0.666667,388,0.5,1,0.866667,0.4,1,1,75.4,14.0154,4.8,0
5,1,3,6,6,0,5,1,4,0.625,30,1,1,0,0.466667,0,0,4.6,2.0022,1,0
3,2,0,5,15,0,1,4,2,0.25,116,1,1,0.666667,0.611111,0,0,37,2.0022,1,0
10,2,0,9,46,0,1,8,8,0.555556,296,0.5,1,0.75,0.385714,0,0,28.2,9.0099,2.6,1
20,2,0,8,27,118,5,3,17,0.473684,129,1,1,0.547619,0.316667,1,3,5.4,1.0011,0.95,0
6,2,0,11,24,15,4,9,5,2,197,0,0,0.882353,0.333333,2,2,31.833333,2.0022,0.8333,0
9,1,0,2,27,18,0,2,7,0.825,236,0.4,0,0,0.4,0,0,24.666667,5.0055,1.8889,1
28,1,0,12,60,0,3,9,28,0,278,1,1,0,0.25,0,0,8.892857,2.0022,0.9286,1
6,1,0,2,20,3,0,2,5,0.95,110,0.25,0,0,0.466667,0,0,16.666667,3.0033,1.5,0
3,1,1,6,9,1,1,5,1,0.5,52,1,2,0,0.466667,0,0,15.666667,1.0011,0.6667,0
5,2,0,11,12,10,5,8,5,2,62,0,0,0.909091,0.4,1,2,11.4,1.0011,0.6,0
5,1,0,4,26,0,0,4,5,0.916667,121,0.333333,0,0,0.48,0,0,22.6,2.0022,1.4,1
8,5,0,46,14,6,43,3,8,0.809524,79,1,0,0.666667,0.375,1,1,8.125,1.0011,0.875,0
1,1,0,4,1,0,3,1,1,2,1,0,0,0,1,0,0,0,1.0011,1,0
25,1,2,80,46,298,76,5,21,0.166667,198,1,1,0,0.213333,0,0,6.88,3.0033,1.04,0
6,1,0,7,27,5,4,4,3,1.076923,151,0.307692,2,0,0.333333,0,0,22,5.0055,2.1667,1
4,2,0,9,8,6,4,7,4,2,23,0,0,0.9375,0.392857,0,0,4.75,1.0011,0.5,1
24,1,0,11,74,274,11,0,23,0.956522,731,1,0,0,0.168478,0,0,29.416667,8.0088,2.5833,0
4,2,0,10,10,6,4,8,4,2,37,0,0,0.9375,0.392857,1,1,8.25,1.0011,0.5,0
5,2,0,10,11,10,4,8,5,2,32,0,0,0.909091,0.371429,1,2,5.4,1.0011,0.6,0
5,1,0,6,19,10,2,4,5,2,247,0,0,0,0.3,0,0,48.4,12.0132,4.2,0
3,1,0,1,10,1,1,0,2,0.5,84,0,0,0,0.5,0,0,26.666667,10.011,3.3333,0
15,1,0,18,63,9,1,17,8,0.603175,830,1,3,0,0.333333,0,0,53.733333,12.0132,3.6,0
4,3,0,8,11,6,4,5,3,2,46,0,0,0.945946,0.458333,2,3,10.5,5.0055,1.5,0
9,2,0,12,29,34,2,10,7,0.75,199,1,0,0.5625,0.263889,0,0,21,5.0055,1.4444,1
41,1,0,48,41,820,43,41,41,2,41,0,0,0,0.069767,0,0,0,1.0011,1,1
7,1,0,1,26,1,0,1,6,0,149,1,0,0,0.464286,0,0,20.142857,4.0044,1,0
4,3,0,4,21,4,1,3,3,0.555556,206,0.333333,0,0.5,0.458333,1,1,49,21.0231,5.75,0
6,2,0,6,9,13,4,4,5,0.8,28,1,0,0.909091,0.4,0,0,3.5,1.0011,0.5,0
6,1,0,3,6,15,2,1,6,2,6,0,0,0,0.916667,0,0,0,1.0011,1,0
8,2,0,9,39,8,0,9,5,0.5,288,1,0,0.631579,0.375,1,1,34.75,7.0077,2.25,0
4,1,0,0,12,6,0,0,4,2,50,0,0,0,0.5,0,0,11.5,2.0022,1,0
3,2,0,2,6,3,0,2,1,2,12,0,0,0.714286,0.666667,1,2,3,1.0011,0.6667,0
6,1,0,8,30,0,0,8,4,0.333333,163,1,1,0,0.416667,0,0,25.666667,2.0022,1.3333,0
32,1,39,65,56,418,54,14,31,0.913978,405,0.916667,7,0,0.175,1,1,11.28125,4.0044,1.3438,1
15,2,0,28,83,25,7,23,13,0.735294,1221,0.941176,1,0.697674,0.251852,1,2,79.266667,18.0198,2.2,1
6,4,0,6,14,0,2,4,5,0.9,239,1,0,0.75,0.375,1,3,38.5,10.011,3,1
1,1,0,5,1,0,4,1,1,2,1,0,0,0,1,0,0,0,1.0011,1,0
4,2,0,7,17,0,1,6,3,0.166667,94,1,1,0.666667,0.5,0,0,22,1.0011,0.5,0
5,2,0,9,10,10,5,6,5,2,53,0,0,0.909091,0.4,1,1,9.6,1.0011,0.6,0
7,1,0,3,9,11,3,0,7,0.611111,43,1,0,0,0.52381,0,0,4.714286,1.0011,0.8571,0
5,1,1,3,6,10,1,2,5,2,13,0,0,0,0.48,0,0,1.6,1.0011,0.8,1
5,2,0,14,31,10,0,14,5,2,239,0,0,0.692308,0.44,0,0,46.8,1.0011,0.8,1
2,2,0,2,4,1,0,2,2,2,10,0,0,0.888889,0.666667,0,0,4,1.0011,0.5,0
16,1,0,11,52,112,11,0,12,0.826667,854,0.533333,0,0,0.226667,0,0,51.4375,18.0198,4.5625,0
8,2,0,7,41,2,0,7,6,0.6,425,0.8,0,0.631579,0.325,1,2,51.5,6.0066,1.875,0
40,1,0,19,78,0,3,16,39,0.025641,208,1,1,0,0.105128,0,0,4.175,1.0011,0.95,1
3,1,0,2,3,3,1,2,3,2,3,0,0,0,0.555556,0,0,0,1.0011,1,0
1,1,0,2,1,0,2,0,1,2,1,0,0,0,1,0,0,0,1.0011,1,0
5,2,0,6,11,8,4,4,5,0.875,37,0.5,0,0.909091,0.4,0,0,6,1.0011,0.6,1
3,1,0,6,3,3,6,0,3,2,3,0,0,0,0.666667,0,0,0,1.0011,1,0
5,1,0,15,5,10,11,4,5,2,5,0,0,0,0.68,0,0,0,1.0011,1,1
4,1,0,9,14,6,9,0,3,2,66,0,0,0,0.416667,0,0,15.5,5.0055,1.75,1
2,2,0,2,5,1,1,1,1,2,11,0,0,0.941176,0.833333,1,2,4.5,1.0011,0.5,0
3,1,0,6,3,3,6,0,3,2,3,0,0,0,0.666667,0,0,0,1.0011,1,0
12,1,0,4,12,66,4,0,12,2,12,0,0,0,0.583333,0,0,0,1.0011,1,0
3,1,0,25,4,3,25,0,3,1.4375,23,0,2,0,0.5,0,0,4,2.0022,1,0
3,2,0,2,6,3,0,2,1,2,12,0,0,0.714286,0.666667,1,2,3,1.0011,0.6667,0
5,2,0,9,10,10,5,6,5,2,53,0,0,0.909091,0.4,1,1,9.6,1.0011,0.6,0
12,1,0,2,25,0,1,1,12,0.436364,253,1,0,0,0.395833,0,0,19.666667,3.0033,1.3333,0
4,1,0,8,4,6,8,0,4,2,4,0,0,0,1,0,0,0,1.0011,1,0
6,1,0,5,34,0,1,4,6,0.4,211,1,1,0,0.5,0,0,33.5,2.0022,1.1667,0
14,1,0,7,33,47,1,6,9,0.721154,344,1,0,0,0.384615,0,0,23,9.0099,2.5714,1
5,5,0,28,7,0,25,3,5,0.6875,45,1,0,0.823529,0.5,0,0,7.2,1.0011,0.6,0
3,2,1,16,13,3,11,5,3,2,74,0,0,0.666667,0.444444,0,0,23.666667,1.0011,0.3333,0
10,1,9,26,11,31,19,8,10,0.777778,54,1,1,0,0.271429,0,0,4,1.0011,0.9,1
2,2,0,2,3,1,0,2,2,2,6,0,0,0.8,0.666667,0,0,2,1.0011,0.5,0
5,2,0,5,10,8,0,5,5,0.75,31,0,0,0.692308,0.44,0,0,5,1.0011,0.8,1
4,2,0,4,18,0,1,3,2,0.555556,128,0.333333,0,0.571429,0.45,0,0,30.25,7.0077,2.25,1
